pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
29791842,numerical,The study demonstrated that VAP27-1 and VAP27-3 interact with two key molecular components to regulate endocytosis. What are these two components?,The two molecular components that VAP27 proteins were found to interact with are clathrin and phosphatidylinositol-phosphate lipids (PIPs).,"VAP27-1, VAP27-3, Clathrin, Phosphatidylinositol-phosphate lipids",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Plant Endocytosis Requires the ER Membrane-Anchored Proteins VAP27-1 and VAP27-3.,110
24625031,factual,What is the physiological and genetic consequence of lacking either the rolB or rolC gene on the growth characteristics and molecular profile of tobacco hairy roots?,"Tobacco hairy roots deficient in either the rolB or rolC gene displayed a reduction in root branching, lost their capacity for sustained growth in subcultures, and showed significantly suppressed expression of genes encoding lipid transfer proteins (LTP) and lower levels of reactive oxygen species (ROS).","rolB, rolC, lipid transfer proteins, reactive oxygen species",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Transcriptomic analysis reveals that reactive oxygen species and genes encoding lipid transfer protein are associated with tobacco hairy root growth and branch development.,195
24625031,numerical,What specific transcriptomic profiling technique was utilized to determine that genes related to lipid transfer proteins and reactive oxygen species were downregulated in rolB- or rolC-deficient hairy roots?,A microarray analysis was used to reveal that the expression of several genes encoding lipid transfer proteins (LTP) and reactive oxygen species (ROS)-related genes was significantly suppressed in hairy roots lacking either rolB or rolC.,"microarray analysis, rolB, rolC, lipid transfer proteins, reactive oxygen species",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Transcriptomic analysis reveals that reactive oxygen species and genes encoding lipid transfer protein are associated with tobacco hairy root growth and branch development.,195
21223384,factual,What is the primary structural consequence for the pollen wall when the ABCG26 gene is non-functional?,"When the ABCG26 gene is mutated, microspores fail to develop the typical reticulate exine pattern, which ultimately leads to the degeneration of the pollen.","ABCG26, exine, pollen",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,An ABCG/WBC-type ABC transporter is essential for transport of sporopollenin precursors for exine formation in developing pollen.,237
21223384,methodological,What experimental approach did the researchers use to validate that the reproductive defects in the mutants were directly caused by the disruption of the ABCG26 gene?,"The researchers confirmed the gene's function through a complementation test, where they introduced a functional copy of the ABCG26 gene controlled by its own promoter into the mutant plants, which restored normal seed production.","ABCG26, complementation",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,An ABCG/WBC-type ABC transporter is essential for transport of sporopollenin precursors for exine formation in developing pollen.,237
11828016,factual,What is the proposed biochemical function of the Ped3p protein and within which subcellular membrane is it located?,"Ped3p is suggested to function as an ATP-binding cassette (ABC) transporter, likely responsible for moving fatty acids or their derivatives across the peroxisomal membrane to be used in beta-oxidation.","Ped3p, peroxisomal membrane, fatty acid transport, ATP-binding cassette transporter",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Ped3p is a peroxisomal ATP-binding cassette transporter that might supply substrates for fatty acid beta-oxidation.,161
11828016,numerical,"What is the approximate molecular mass of the Ped3p protein, and what percentage of amino acid sequence identity is shared between its two homologous parts?","The Ped3p protein has a molecular mass of 149-kDa, and its two constituent halves share a 32% identical amino acid sequence.","Ped3p, molecular mass, amino acid sequence identity",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Ped3p is a peroxisomal ATP-binding cassette transporter that might supply substrates for fatty acid beta-oxidation.,161
26361871,factual,"How did the synthetic fluorinated compound, 7F-OPC-8:0, influence gene expression and hormone levels when applied to Arabidopsis thaliana plants?","The application of 7F-OPC-8:0 stimulated the transcription of genes that respond to jasmonates and also caused an accumulation of the plant's native jasmonates, indicating it mimics the action of the endogenous precursor.","7F-OPC-8:0, Arabidopsis thaliana, jasmonate responsive genes, jasmonates",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"Synthesis, metabolism and systemic transport of a fluorinated mimic of the endogenous jasmonate precursor OPC-8:0.",236
26361871,numerical,What analytical technique was utilized to verify that the fluorinated analog 7F-OPC-8:0 was processed within the plant in a manner comparable to the natural OPC-8:0?,The study employed Ultra-High-Performance Liquid Chromatography-Tandem Mass Spectrometry (UHPLC-MS/MS) to demonstrate that 7F-OPC-8:0 is metabolized in vivo similarly to the endogenous OPC-8:0.,"7F-OPC-8:0, OPC-8:0, UHPLC-MS/MS",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"Synthesis, metabolism and systemic transport of a fluorinated mimic of the endogenous jasmonate precursor OPC-8:0.",236
27645136,factual,"Within the vascular system of Arabidopsis, where is the AtACBP6 protein primarily concentrated, and what role is it proposed to play in the synthesis of jasmonic acid?","AtACBP6 is predominantly localized in the phloem, specifically within companion cells and sieve elements, where it is suggested to be involved in the biosynthesis of jasmonic acid.","AtACBP6, phloem, jasmonic acid",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Arabidopsis acyl-CoA-binding protein ACBP6 localizes in the phloem and affects jasmonate composition.,203
27645136,numerical,"According to the fatty acid analysis of phloem exudates, what specific changes were observed in the concentration of the jasmonic acid precursor cis-OPDA and jasmonic acid itself in `acbp6` mutants compared to wild-type plants?","The analysis revealed an elevation in the jasmonic acid precursor, 12-oxo-cis,cis-10,15-phytodienoic acid (cis-OPDA), and a corresponding decrease in jasmonic acid and/or its derivatives in the phloem exudates of `acbp6` mutants when contrasted with the wild type.","acbp6, cis-OPDA, jasmonic acid, phloem exudates",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Arabidopsis acyl-CoA-binding protein ACBP6 localizes in the phloem and affects jasmonate composition.,203
8399333,factual,"What two distinct lipid-related capabilities did the 9 kDa protein from Brassica napus seedlings demonstrate, leading to its designation as an acyl-binding/lipid-transfer protein (AB-LTP)?","The protein demonstrated the ability to both bind fatty acids and their CoA-esters, and also to facilitate the transfer of several types of phospholipids (including phosphatidylcholine and phosphatidylinositol) between membranes.","Acyl-binding/lipid-transfer protein, fatty acids, phospholipids",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"Acyl-binding/lipid-transfer proteins from rape seedlings, a novel category of proteins interacting with lipids.",193
8399333,numerical,What were the estimated molecular weight and the determined isoelectric point for the monomeric protein purified to homogeneity from rape seedlings?,"The protein's molecular mass was estimated to be approximately 9 kDa by gel filtration and polyacrylamide gel electrophoresis, and its isoelectric point was determined by chromatofocusing to be higher than 10.5.","Molecular mass, isoelectric point, gel filtration, polyacrylamide gel electrophoresis, chromatofocusing",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"Acyl-binding/lipid-transfer proteins from rape seedlings, a novel category of proteins interacting with lipids.",193
24163310,factual,What were the primary phenotypic consequences observed in the moss *Physcomitrella patens* following the genetic knockout of the Pp-ABCG7 transporter?,The mutant moss exhibited a severe reduction in the accumulation of cuticular wax and showed a decreased ability to tolerate desiccation stress compared to the wild-type.,"Pp-ABCG7, cuticular wax, desiccation stress, Physcomitrella patens",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,An ATP binding cassette transporter is required for cuticular wax deposition and desiccation tolerance in the moss Physcomitrella patens.,206
24163310,numerical,"Based on the study's findings, for approximately how long has the genetic machinery for cuticle development been functionally preserved throughout plant evolution?",The research provides evidence that the genes involved in cuticle formation have been functionally conserved for over 450 million years.,"cuticle, genes, functional conservation",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,An ATP binding cassette transporter is required for cuticular wax deposition and desiccation tolerance in the moss Physcomitrella patens.,206
21445098,factual,In what two primary ways does the CBL4/CIPK6 complex regulate the potassium channel AKT2?,The CBL4/CIPK6 complex influences the AKT2 channel by enhancing its activity and by facilitating its movement from the endoplasmic reticulum to the plasma membrane.,"CBL4, CIPK6, AKT2",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Calcium-dependent modulation and plasma membrane targeting of the AKT2 potassium channel by the CBL4/CIPK6 calcium sensor/protein kinase complex.,160
21445098,numerical,What two distinct lipid modifications of the CBL4 calcium sensor are necessary for its role in targeting the AKT2 channel to the cell surface?,The dual lipid modifications required for CBL4's function in this pathway are myristoylation and palmitoylation.,"CBL4, AKT2",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Calcium-dependent modulation and plasma membrane targeting of the AKT2 potassium channel by the CBL4/CIPK6 calcium sensor/protein kinase complex.,160
7918538,factual,"In leek cells, what is the intracellular fate of phospholipids containing very-long-chain fatty acids (C20-C24) when the ambient temperature is reduced?","When the temperature is lowered, phospholipids with very-long-chain fatty acids (C20-C24) accumulate within the endoplasmic reticulum and the Golgi apparatus, resulting in a diminished quantity at the plasma membrane.","very-long-chain fatty acid-containing lipids, low temperatures, ER, Golgi apparatus, plasma membrane",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Effect of low temperatures on the transfer of phospholipids with various acyl-chain lengths to the plasma membrane of leek cells.,164
7918538,numerical,"At what specific temperature did the study observe an inhibition in the vesicular transfer of C20-C24 fatty acid-containing lipids, while lipids with shorter C16 and C18 acyl chains were still successfully transported to the plasma membrane?","The study demonstrated that at 12°C, the transport of lipids with C20-C24 fatty acids was specifically inhibited, whereas the transfer of lipids containing C16 and C18 fatty acids to the plasma membrane was not affected.","low temperatures, C20-C24 fatty acid-containing lipids, C16 and C18 fatty acid-containing lipids, plasma membrane",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Effect of low temperatures on the transfer of phospholipids with various acyl-chain lengths to the plasma membrane of leek cells.,164
29191828,factual,What is the suggested function of the N-terminal C2-like domain in lipoxygenases concerning substrate availability and the regulation of catalysis?,"The N-terminal C2-like domain is believed to interact with fatty acids and phospholipid membranes, which may enhance the accessibility of the substrate and contribute to the control of the catalytic activity at the active site.","N-terminal C2-like domain, lipoxygenases, fatty acids, phospholipid bilayer",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Hydrogen-deuterium exchange reveals long-range dynamical allostery in soybean lipoxygenase.,202
29191828,numerical,"What was the approximate distance over which allosteric conformational changes were observed in soybean lipoxygenase, from the N-terminal domain to the substrate portal, upon interaction with oleyl sulfate?","The study detected conformational changes induced by oleyl sulfate at the N-terminal domain and within the substrate portal, which are separated by a distance of nearly 30 Å.","soybean lipoxygenase, oleyl sulfate, N-terminal domain, substrate portal",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Hydrogen-deuterium exchange reveals long-range dynamical allostery in soybean lipoxygenase.,202
23031218,factual,"What is the functional connection between the SUC5 symporter, the vitamin biotin, and the synthesis of storage lipids in Arabidopsis seeds?",The SUC5 symporter is responsible for transporting biotin into developing embryos. This function is critical for the accumulation of triacylglycerols (storage lipids) because biotin acts as an essential cofactor in the biochemical pathway that produces fatty acids.,"SUC5, biotin, triacylglycerol",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,SUCROSE TRANSPORTER 5 supplies Arabidopsis embryos with biotin and affects triacylglycerol accumulation.,247
23031218,numerical,"How did the triacylglycerol content and developmental defects in double mutants lacking both SUC5 and a functional biotin synthesis pathway (e.g., suc5 bio1) compare to the single mutants defective only in biotin synthesis (e.g., bio1)?","Compared to the single biotin synthesis mutants (bio1 or bio2), the double mutants (suc5 bio1 or suc5 bio2) exhibited severely exacerbated developmental defects and a more significant reduction in their triacylglycerol content.","suc5, bio1, bio2, triacylglycerol",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,SUCROSE TRANSPORTER 5 supplies Arabidopsis embryos with biotin and affects triacylglycerol accumulation.,247
7559754,factual,What contrasting sensitivities to the inhibitor wortmannin were observed between the two vacuolar sorting pathways directed by the NTPP and CTPP signals in tobacco cells?,"The CTPP-mediated vacuolar transport pathway was found to be highly sensitive to wortmannin, showing almost complete inhibition, whereas the NTPP-mediated pathway was largely insensitive to the same concentration of the inhibitor, suggesting the existence of two distinct sorting mechanisms.","wortmannin, NTPP, CTPP, tobacco cells",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Different sensitivity to wortmannin of two vacuolar sorting signals indicates the presence of distinct sorting machineries in tobacco cells.,259
7559754,numerical,At what specific molar concentration was wortmannin shown to effectively block protein transport via the CTPP signal while having minimal impact on the NTPP-guided pathway?,"The study demonstrated that a concentration of 33 microM wortmannin was sufficient to cause almost complete inhibition of CTPP-mediated transport to the vacuoles, while the NTPP pathway remained largely unaffected.","wortmannin, CTPP, NTPP",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Different sensitivity to wortmannin of two vacuolar sorting signals indicates the presence of distinct sorting machineries in tobacco cells.,259
21193581,factual,"Regarding the distribution of wax components, where are cyclic compounds like triterpenoids primarily located versus where do alkanes tend to accumulate?","Cyclic constituents such as triterpenoids are preferentially concentrated within the intracuticular wax layer, while alkanes often build up in the external epicuticular wax layer.","Triterpenoids, Alkanes, Intracuticular wax, Epicuticular wax",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Composition differences between epicuticular and intracuticular wax substructures: how do plants seal their epidermal surfaces?,273
21193581,numerical,What experimental techniques enabled researchers to separate and analyze the epicuticular wax layer from the intracuticular wax?,The methods developed to distinguish between the two wax layers included differential solvent extractions and the mechanical removal of the outer wax layer using adhesives.,"Epicuticular wax, Intracuticular wax, Differential solvent extractions, Mechanical wax removal",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Composition differences between epicuticular and intracuticular wax substructures: how do plants seal their epidermal surfaces?,273
20655799,factual,What is the primary physiological role of the lipophilic interfaces created by cutinized leaf cells and suberized root walls?,These structures serve as critical barriers that help manage the movement of water and dissolved substances both into and out of the plant.,"cutin, suberin, water transport, solute transport",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"Transport barriers made of cutin, suberin and associated waxes.",118
20655799,numerical,Which two plant models are mentioned as being used in promising new approaches to connect molecular data with the transport functions of cutin and suberin barriers?,The review highlights promising research approaches using Arabidopsis and potato to link molecular information with the transport properties of these barriers.,"Arabidopsis, potato, cutin, suberin",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"Transport barriers made of cutin, suberin and associated waxes.",118
23834513,factual,"According to experimental findings, what is the key distinction in the way lipid transfer proteins from barley and maize secure the ligand palmitate within their internal hydrophobic pockets?",Experimental data indicates that the lipid transfer proteins from barley and maize bind the ligand palmitate in opposing orientations within their internal cavities.,"barley lipid transfer protein, maize lipid transfer protein, palmitate",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Molecular dynamics simulations of barley and maize lipid transfer proteins show different ligand binding preferences in agreement with experimental data.,247
23834513,numerical,What was the time duration for each of the six molecular dynamics (MD) simulations performed to investigate ligand binding in maize and barley LTPs?,Each of the six molecular dynamics simulations was conducted for a period of 30 nanoseconds.,"molecular dynamics simulations, maize lipid transfer protein, barley lipid transfer protein",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Molecular dynamics simulations of barley and maize lipid transfer proteins show different ligand binding preferences in agreement with experimental data.,247
20408996,factual,"Within which two chloroplast compartments is the CPSAR1 protein found, and what type of enzymatic capability does it possess?",CPSAR1 is located in the stroma and the inner envelope membrane of the chloroplast and demonstrates GTPase activity.,"CPSAR1, stroma, inner envelope membrane, GTPase",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"The chloroplast protein CPSAR1, dually localized in the stroma and the inner envelope membrane, is involved in thylakoid biogenesis.",186
20408996,numerical,"According to transmission electron microscopy analysis, what structural abnormality was observed in the chloroplasts of mutant embryos lacking functional CPSAR1?","Transmission electron microscopy revealed that the mutant embryos could not form proper thylakoid membranes; instead, their chloroplasts contained an accumulation of unstacked membrane structures similar to single lamellae.","CPSAR1, transmission electron microscopy, thylakoid membranes, mutant embryos",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,"The chloroplast protein CPSAR1, dually localized in the stroma and the inner envelope membrane, is involved in thylakoid biogenesis.",186
2291773,factual,"According to the computational analysis, which region of the phytochrome protein is proposed to facilitate interaction with lipid bilayers, and what is the key chemical property of this region?",The C-terminal region of the phytochrome is suggested to interact with lipid bilayers due to its amphiphilic properties.,"Phytochrome, Lipid bilayers, C-terminus",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Computer analysis of phytochrome sequences from five species: implications for the mechanism of action.,171
2291773,numerical,A potential signal for directing phytochrome to the nucleus was identified. What was the specific number and chemical characteristic of the amino acids comprising this sequence?,The potential nuclear targeting signal was identified as a sequence of four basic amino acid residues.,"Phytochrome, nuclear-located proteins",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Computer analysis of phytochrome sequences from five species: implications for the mechanism of action.,171
28189250,factual,How did the incorporation of β-glucan esters derived from lauric acid and myristic acid affect the water barrier function and optical clarity of arabinoxylan films?,The addition of β-glucan esters of lauric acid (LABG) and myristic acid (MABG) to arabinoxylan films created laminar microstructures. This structural change led to a decrease in water vapor permeability and an increase in the films' opacity.,"β-glucan-lauric acid ester, β-glucan-myristic acid ester, arabinoxylan films, water vapor permeability, opacity",easy,Lipid Metabolism,3.0,Lipid Metabolism,Effect of β-glucan-fatty acid esters on microstructure and physical properties of wheat straw arabinoxylan films.,177
28189250,numerical,"Which analytical technique was employed to assess the thermal properties of the films, and what was the conclusion regarding the stability of composite AX-BGFAs films relative to pure arabinoxylan films?",Thermogravimetric analysis (TGA) was used to evaluate the films' thermal characteristics. It was determined that all composite films made from arabinoxylan and β-glucan-fatty acid esters were thermally more stable than films composed of only arabinoxylan.,"Thermogravimetric analysis, arabinoxylan films, β-glucan-fatty acid esters, thermal stability",medium,Lipid Metabolism,3.0,Lipid Metabolism,Effect of β-glucan-fatty acid esters on microstructure and physical properties of wheat straw arabinoxylan films.,177
24474189,factual,"Regarding indicators of oil degradation, how did Kizakinonatane oil perform in comparison to canola oil after the frying experiments?","Kizakinonatane oil exhibited greater stability, showing lower levels of total polar compounds, carbonyl value, and viscosity compared to the commercial canola oil.","Kizakinonatane oil, canola oil, total polar compounds, carbonyl value, viscosity",easy,Lipid Metabolism,3.0,Lipid Metabolism,Frying stability of rapeseed Kizakinonatane (Brassica napus) oil in comparison with canola oil.,184
24474189,numerical,What were the specific temperature settings and daily duration for the intermittent deep-fat frying procedure used in this study?,"The frying process was conducted at three distinct temperatures, 180, 200, and 220 degrees Celsius, for a period of 7 hours each day over four consecutive days.","frying temperature, frying duration",medium,Lipid Metabolism,3.0,Lipid Metabolism,Frying stability of rapeseed Kizakinonatane (Brassica napus) oil in comparison with canola oil.,184
24279318,factual,"What is the predominant chemical compound identified in the essential oil of the date palm spathe, and how does this differ from the main constituent in the oil derived from the pollen?","The essential oil from the spathe is primarily composed of 3,4-dimethoxytoluene (52.90%), whereas the oil from the pollen is dominated by the fatty acid, oleic acid (68.04%).","spathe, pollen, 3,4-dimethoxytoluene, oleic acid",easy,Lipid Metabolism,3.0,Lipid Metabolism,"Comparison of the essential oil content and composition of the spathe, buds and pollen of Phoenix dactylifera.",150
24279318,numerical,"What was the measured oil yield (w/w %) from date palm pollen, and what percentage of this oil was identified as oleic acid?","The oil yield from pollen was 1.47% (w/w), and this oil was composed of 68.04% oleic acid.","pollen, oleic acid",medium,Lipid Metabolism,3.0,Lipid Metabolism,"Comparison of the essential oil content and composition of the spathe, buds and pollen of Phoenix dactylifera.",150
40451360,factual,What molecular characteristics of the precipitated fractions from debranched starch (PDBS) make them highly suitable for forming complexes with lauric acid?,The precipitated debranched starch is highly conducive to forming complexes with lauric acid because it has a high amylose content of 83.03% and is primarily composed of two fractions with degrees of polymerization of 974.04 and 19.82.,"Precipitated debranched starch (PDBS), lauric acid (LA), amylose",easy,Lipid Metabolism,3.0,Lipid Metabolism,Ultrasound/microwave modification-mediated formation of precipitated debranched starch-lipid complexes: Physicochemical and in vitro digestion properties.,159
40451360,numerical,How did applying increased ultrasound or microwave power affect the structural organization and digestibility of the debranched starch-lauric acid complexes?,"Enhancing the ultrasound or microwave power promoted the embedding of more lauric acid within the starch's helical cavity. This resulted in increased relative crystallinity and short-range ordered structure, which in turn led to higher anti-digestibility, with the MC800W treatment yielding the maximum levels of slowly digestible and resistant starch.","Ultrasound, microwave, debranched starch-lipid complexes, slowly digestible starch (SDS), resistant starch (RS)",medium,Lipid Metabolism,3.0,Lipid Metabolism,Ultrasound/microwave modification-mediated formation of precipitated debranched starch-lipid complexes: Physicochemical and in vitro digestion properties.,159
17090947,factual,"Which soybean variety is deficient in all three major lipoxygenase isozymes, and how did this genetic background influence its capacity to generate oxidized lipids?","The Ichihime cultivar, which lacks the L-1, L-2, and L-3 lipoxygenase isozymes, was observed to produce one of the lowest amounts of oxidized lipids among the varieties tested.","Ichihime, lipoxygenase isozymes, oxidized lipids",easy,Lipid Metabolism,3.0,Lipid Metabolism,Oxylipin metabolism in soybean seeds containing different sets of lipoxygenase isozymes after homogenization.,140
17090947,numerical,What was the comparative finding regarding the abundance of keto fatty acids in soybean cultivars possessing L-2 or L-3 versus those that were either triple-null or only had L-1?,"Soybean cultivars containing either the L-2 (Kanto102) or L-3 (Kyushu119) isozyme formed high quantities of keto fatty acids, whereas these compounds were undetectable in the cultivar with only L-1 (Yumeyutaka) and the one lacking all three isozymes (Ichihime).","Kanto102, Kyushu119, Yumeyutaka, Ichihime, keto fatty acids, lipoxygenase isozymes",medium,Lipid Metabolism,3.0,Lipid Metabolism,Oxylipin metabolism in soybean seeds containing different sets of lipoxygenase isozymes after homogenization.,140
17077082,factual,What is the proposed bidirectional function of the observed physical connections between the endoplasmic reticulum and chloroplasts regarding lipid movement?,"These membrane contact sites are suggested to enable the transfer of lipids synthesized in the ER to the chloroplasts, as well as the transport of acyl groups from the chloroplasts to the ER to serve as building blocks for other lipids.","Endoplasmic reticulum, Chloroplasts, Membrane contact sites, Lipid transfer",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Optical manipulation reveals strong attracting forces at membrane contact sites between endoplasmic reticulum and chloroplasts.,254
17077082,numerical,"What experimental method was employed to quantify the strength of the association between ER fragments and chloroplasts, and what specific force was found to be insufficient to sever this connection?","Optical tweezers were used to apply a pulling force on the ER fragments attached to chloroplasts. A force of 400 piconewtons (pN) was unable to separate the two organelles, demonstrating a strong physical linkage.","Optical tweezers, Endoplasmic reticulum, Chloroplasts, Force",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,Optical manipulation reveals strong attracting forces at membrane contact sites between endoplasmic reticulum and chloroplasts.,254
7647684,factual,"Based on conserved amino acid patterns and similarities to proteins in other plant species, what is the suggested function of the protein encoded by the LHM7 gene?","The LHM7 protein is suggested to function as a non-specific lipid transfer protein, due to its homology with similar proteins and a conserved pattern of cysteine residues.","LHM7, non-specific lipid transfer proteins",easy,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,The characterisation of tapetum-specific cDNAs isolated from a Lilium henryi L. meiocyte subtractive cDNA library.,245
7647684,numerical,What percentage of identity do the deduced protein products of LHM6 and LHM7 exhibit within their 38-residue conserved domain?,The polypeptide products of LHM6 and LHM7 share 71% identity over their conserved region of 38 residues.,"LHM6, LHM7",medium,Lipid Transport & Trafficking,2.0,Lipid Transport & Trafficking,The characterisation of tapetum-specific cDNAs isolated from a Lilium henryi L. meiocyte subtractive cDNA library.,245
10611382,factual,"What class of enzyme does the BAS1 gene encode, and what is the consequence of its enhanced expression on the concentration of brassinosteroids?","BAS1 encodes a cytochrome P450 enzyme (CYP72B1), and its heightened expression in the bas1-D mutant leads to a reduction in the levels of brassinosteroids.","BAS1, cytochrome P450, brassinosteroids",easy,Lipid Metabolism,3.0,Lipid Metabolism,BAS1: A gene regulating brassinosteroid levels and light responsiveness in Arabidopsis.,118
10611382,numerical,"In feeding studies involving the bas1-D phyB-4 double mutant, which specific brassinosteroid metabolite was observed to accumulate?","In feeding experiments, the bas1-D phyB-4 double mutant was found to accumulate 26-hydroxybrassinolide.","bas1-D phyB-4, 26-hydroxybrassinolide",medium,Lipid Metabolism,3.0,Lipid Metabolism,BAS1: A gene regulating brassinosteroid levels and light responsiveness in Arabidopsis.,118
28873635,factual,How did the storage temperature influence the generation of polycyclic and oxygenated aromatic hydrocarbons within the vegetable oils over time?,The formation of both polycyclic aromatic hydrocarbons (PAHs) and oxygenated polycyclic aromatic hydrocarbons (OPAHs) was more effectively suppressed when the vegetable oils were stored at a lower temperature (4°C) compared to a higher one (25°C).,"Polycyclic aromatic hydrocarbons, Oxygenated polycyclic aromatic hydrocarbons, Storage temperature",easy,Lipid Metabolism,3.0,Lipid Metabolism,Effect of storage time and temperature on parent and oxygenated polycyclic aromatic hydrocarbons in crude and refined vegetable oils.,139
28873635,numerical,What was the initial and final concentration range for total polycyclic aromatic hydrocarbons (PAHs) in the refined oil samples after the 270-day storage experiment?,"In the 26 refined oil samples, the total concentration of polycyclic aromatic hydrocarbons began in the range of 16.52-20.02 μg/kg and increased to a final range of 25.73-40.01 μg/kg after 270 days of storage.","Polycyclic aromatic hydrocarbons, Refined vegetable oils, Storage time",medium,Lipid Metabolism,3.0,Lipid Metabolism,Effect of storage time and temperature on parent and oxygenated polycyclic aromatic hydrocarbons in crude and refined vegetable oils.,139
28057327,factual,"In the examined non-flowering land plants, which biologically active brassinosteroid was consistently detected, and which other potent brassinosteroid was notably absent?","Castasterone (CS) was identified as the primary biologically active brassinosteroid in most of the studied liverworts, mosses, lycophytes, and ferns, while brassinolide was not found.","castasterone, brassinolide, non-flowering land plants",easy,Lipid Metabolism,3.0,Lipid Metabolism,"Occurrence of brassinosteroids in non-flowering land plants, liverwort, moss, lycophyte and fern.",174
28057327,numerical,By what magnitude did the measured levels of castasterone in non-flowering plants differ from the levels typically found in flowering plants?,The concentration of castasterone in non-flowering plants was found to be orders of magnitude lower than the amounts observed in flowering plants.,"castasterone, non-flowering plants, flowering plants",medium,Lipid Metabolism,3.0,Lipid Metabolism,"Occurrence of brassinosteroids in non-flowering land plants, liverwort, moss, lycophyte and fern.",174
23578634,factual,What is the primary factor responsible for the deterioration of baking properties in whole wheat flour during its shelf life?,"The enzymatic breakdown of lipids, known as lipolytic activity, is largely responsible for the decline in baking quality of whole wheat flour during storage.","Lipolytic activity, whole wheat flour, baking quality",easy,Lipid Metabolism,3.0,Lipid Metabolism,Effect of salt solutions applied during wheat conditioning on lipase activity and lipid stability of whole wheat flour.,148
23578634,numerical,Which specific salt treatment and concentration was demonstrated to preserve the quality of hard red winter whole wheat flour over a 24-week storage period?,"A 1% concentration of NaCl, based on flour weight, was shown to reduce rancidity and improve loaf volume and firmness in hard red winter whole wheat flour after 24 weeks of storage.","NaCl, hard red winter wheat, whole wheat flour",medium,Lipid Metabolism,3.0,Lipid Metabolism,Effect of salt solutions applied during wheat conditioning on lipase activity and lipid stability of whole wheat flour.,148
29365132,factual,"In the context of Arabidopsis autophagy, which specific lipid is conjugated to Atg8, and what two proteins were identified as being the primary speed-limiting factors for this process?","The lipid phosphatidylethanolamine (PE) is conjugated to Atg8, and the proteins Atg5 and Atg7 were identified as the rate-limiting components of this lipidation.","Atg8, phosphatidylethanolamine, Atg5, Atg7",easy,Lipid Metabolism,3.0,Lipid Metabolism,Transcriptional stimulation of rate-limiting components of the autophagic pathway improves plant fitness.,147
29365132,numerical,"What experimental manipulation was performed on ATG5 or ATG7 to stimulate autophagy, and what two specific improvements related to seed production were observed as a result?","Overexpression of ATG5 or ATG7 was used to stimulate autophagy, which resulted in enhanced seed set and increased seed oil content.","ATG5, ATG7, Overexpression, seed set, seed oil content",medium,Lipid Metabolism,3.0,Lipid Metabolism,Transcriptional stimulation of rate-limiting components of the autophagic pathway improves plant fitness.,147
